state,year,quarter,transaction_type,count,amount,avg_transaction_value,year_quarter,transaction_category
Himachal Pradesh,2018,4,Financial Services,11834,2283052.790977265,192.92316976316252,2018-Q4,financial services
Himachal Pradesh,2018,4,Others,20243,21180141.658664487,1046.294603500691,2018-Q4,others
Himachal Pradesh,2018,2,Recharge & bill payments,385642,83714322.414042,217.0778141749135,2018-Q2,recharge & bill payments
Himachal Pradesh,2018,2,Peer-to-peer payments,243436,1043702964.1513071,4287.381341097073,2018-Q2,peer-to-peer payments
Himachal Pradesh,2018,2,Merchant payments,27851,31961300.882765952,1147.581806138593,2018-Q2,merchant payments
Himachal Pradesh,2018,2,Financial Services,11330,4108919.3075577794,362.65836783387283,2018-Q2,financial services
Himachal Pradesh,2018,2,Others,19436,19681794.59544668,1012.646357040887,2018-Q2,others
Himachal Pradesh,2018,3,Recharge & bill payments,457449,108456077.51862916,237.08889410323152,2018-Q3,recharge & bill payments
Himachal Pradesh,2018,3,Peer-to-peer payments,362755,1596570994.985427,4401.237736172973,2018-Q3,peer-to-peer payments
Himachal Pradesh,2018,3,Merchant payments,40675,31168155.22193054,766.2730232804066,2018-Q3,merchant payments
Himachal Pradesh,2018,3,Financial Services,8182,1552275.0537747287,189.71829061045327,2018-Q3,financial services
Himachal Pradesh,2018,3,Others,17693,16293930.078267336,920.9252290887547,2018-Q3,others
Himachal Pradesh,2020,1,Recharge & bill payments,1815157,542356756.9678606,298.7933038122105,2020-Q1,recharge & bill payments
Himachal Pradesh,2020,1,Peer-to-peer payments,1594806,6431826925.118802,4032.9839021917414,2020-Q1,peer-to-peer payments
Himachal Pradesh,2020,1,Merchant payments,711018,427497010.10439825,601.2463961593071,2020-Q1,merchant payments
Himachal Pradesh,2020,1,Financial Services,4711,3172303.6900622216,673.3822309620508,2020-Q1,financial services
Himachal Pradesh,2020,1,Others,18788,14613755.241563875,777.8238898000785,2020-Q1,others
Himachal Pradesh,2020,4,Recharge & bill payments,2638030,936305777.7250878,354.9261296213795,2020-Q4,recharge & bill payments
Himachal Pradesh,2020,4,Peer-to-peer payments,2594659,11426268857.229637,4403.765141095472,2020-Q4,peer-to-peer payments
Himachal Pradesh,2020,4,Merchant payments,2001259,1589433440.2684097,794.2167606833547,2020-Q4,merchant payments
Himachal Pradesh,2020,4,Financial Services,11353,15534252.217986543,1368.2949192272124,2020-Q4,financial services
Himachal Pradesh,2020,4,Others,27027,21510781.37178286,795.8997066556725,2020-Q4,others
Himachal Pradesh,2020,2,Recharge & bill payments,2558935,802231470.1628922,313.5020898002068,2020-Q2,recharge & bill payments
Himachal Pradesh,2020,2,Peer-to-peer payments,1544488,6738488218.640328,4362.926884922595,2020-Q2,peer-to-peer payments
Himachal Pradesh,2020,2,Merchant payments,570031,479165630.6102103,840.5957406004416,2020-Q2,merchant payments
Himachal Pradesh,2020,2,Financial Services,7634,7359757.737539303,964.0762035026595,2020-Q2,financial services
Himachal Pradesh,2020,2,Others,14642,9659685.392965626,659.7244497312953,2020-Q2,others
Himachal Pradesh,2020,3,Recharge & bill payments,2416395,834567922.2742614,345.37727576586667,2020-Q3,recharge & bill payments
Himachal Pradesh,2020,3,Peer-to-peer payments,1954492,8806586536.659174,4505.818666261705,2020-Q3,peer-to-peer payments
Himachal Pradesh,2020,3,Merchant payments,1090445,851539467.337558,780.9100572129342,2020-Q3,merchant payments
Himachal Pradesh,2020,3,Financial Services,9543,11391079.288736572,1193.658104237302,2020-Q3,financial services
Himachal Pradesh,2020,3,Others,19001,11969008.527252048,629.914663820433,2020-Q3,others
Himachal Pradesh,2021,1,Peer-to-peer payments,2845733,11358078843.572702,3991.266518528865,2021-Q1,peer-to-peer payments
Himachal Pradesh,2021,1,Recharge & bill payments,2547359,948929031.6443391,372.5148405247706,2021-Q1,recharge & bill payments
Himachal Pradesh,2021,1,Merchant payments,2186946,1778219850.8347864,813.1064282496168,2021-Q1,merchant payments
Himachal Pradesh,2021,1,Financial Services,12561,16554205.504427344,1317.9050636436066,2021-Q1,financial services
Himachal Pradesh,2021,1,Others,21430,18764977.931273177,875.6405940864759,2021-Q1,others
Himachal Pradesh,2021,4,Merchant payments,6062931,5228613146.743451,862.3903433411086,2021-Q4,merchant payments
Himachal Pradesh,2021,4,Peer-to-peer payments,5323397,19568394324.584805,3675.922409052867,2021-Q4,peer-to-peer payments
Himachal Pradesh,2021,4,Recharge & bill payments,3211367,1278824361.837138,398.2180678312812,2021-Q4,recharge & bill payments
Himachal Pradesh,2021,4,Financial Services,18198,24809740.714031782,1363.3223823514552,2021-Q4,financial services
Himachal Pradesh,2021,4,Others,50971,35578926.74639452,698.0229296343906,2021-Q4,others
Himachal Pradesh,2021,2,Peer-to-peer payments,3340531,13035543546.66397,3902.2369637234233,2021-Q2,peer-to-peer payments
Himachal Pradesh,2021,2,Recharge & bill payments,3216602,1045789841.916208,325.12254917338487,2021-Q2,recharge & bill payments
Himachal Pradesh,2021,2,Merchant payments,2883209,2378084375.199477,824.8047141915405,2021-Q2,merchant payments
Himachal Pradesh,2021,2,Financial Services,14642,16428390.62373627,1122.0045501800485,2021-Q2,financial services
Himachal Pradesh,2021,2,Others,28918,19788385.405835297,684.293014933097,2021-Q2,others
Himachal Pradesh,2021,3,Peer-to-peer payments,4455153,16560383923.204865,3717.130236201734,2021-Q3,peer-to-peer payments
Himachal Pradesh,2021,3,Merchant payments,4198808,3524434949.634083,839.3894051916836,2021-Q3,merchant payments
Himachal Pradesh,2021,3,Recharge & bill payments,3359406,1178802736.5280356,350.8961812082361,2021-Q3,recharge & bill payments
Himachal Pradesh,2021,3,Financial Services,14497,22805774.600357123,1573.1375181318288,2021-Q3,financial services
Himachal Pradesh,2021,3,Others,36303,23834687.160697926,656.5486918628743,2021-Q3,others
Puducherry,2024,1,Merchant payments,8721907,4329956028.0,496.44602126576217,2024-Q1,merchant payments
Puducherry,2024,1,Peer-to-peer payments,3970891,12177414629.0,3066.670585770297,2024-Q1,peer-to-peer payments
Puducherry,2024,1,Recharge & bill payments,740529,864726690.0,1167.7148227820924,2024-Q1,recharge & bill payments
Puducherry,2024,1,Financial Services,8561,10368835.0,1211.1710080598061,2024-Q1,financial services
Puducherry,2024,1,Others,5062,4015795.0,793.3218095614382,2024-Q1,others
Puducherry,2024,4,Merchant payments,11056472,5370645087.0,485.74672707532744,2024-Q4,merchant payments
Puducherry,2024,4,Peer-to-peer payments,4714040,13672653365.0,2900.4109776327737,2024-Q4,peer-to-peer payments
Puducherry,2024,4,Recharge & bill payments,750373,899779153.0,1199.1091803676304,2024-Q4,recharge & bill payments
Puducherry,2024,4,Financial Services,33413,17161928.0,513.6302636698291,2024-Q4,financial services
Puducherry,2024,4,Others,5379,5153014.0,957.9873582450269,2024-Q4,others
Puducherry,2024,2,Merchant payments,9644255,4716626511.0,489.0607424834785,2024-Q2,merchant payments
Puducherry,2024,2,Peer-to-peer payments,4156839,12651154981.0,3043.455611583706,2024-Q2,peer-to-peer payments
Puducherry,2024,2,Recharge & bill payments,749291,855888787.0,1142.2648703908094,2024-Q2,recharge & bill payments
Puducherry,2024,2,Financial Services,8978,12912682.0,1438.2581866785476,2024-Q2,financial services
Puducherry,2024,2,Others,5532,5426775.0,980.9788503253797,2024-Q2,others
Puducherry,2024,3,Merchant payments,10635002,5125352228.0,481.9324178782477,2024-Q3,merchant payments
Puducherry,2024,3,Peer-to-peer payments,4591074,13471904720.0,2934.368890590742,2024-Q3,peer-to-peer payments
Puducherry,2024,3,Recharge & bill payments,768057,915335917.0,1191.7551913464756,2024-Q3,recharge & bill payments
Puducherry,2024,3,Financial Services,9013,16592842.0,1840.9899034727616,2024-Q3,financial services
Puducherry,2024,3,Others,5565,5818689.0,1045.5865229110511,2024-Q3,others
Puducherry,2022,1,Merchant payments,3723135,2199614586.4039083,590.7963547934492,2022-Q1,merchant payments
Puducherry,2022,1,Peer-to-peer payments,2901199,9407577501.769796,3242.6515732873877,2022-Q1,peer-to-peer payments
Puducherry,2022,1,Recharge & bill payments,715338,460522863.7855054,643.7835873188694,2022-Q1,recharge & bill payments
Puducherry,2022,1,Financial Services,6203,8184455.912082582,1319.4350978691893,2022-Q1,financial services
Puducherry,2022,1,Others,13301,7575497.515363299,569.5434565343432,2022-Q1,others
Puducherry,2022,4,Merchant payments,4464977,2534351530.8368397,567.6068501219244,2022-Q4,merchant payments
Puducherry,2022,4,Peer-to-peer payments,2547018,8141612224.034059,3196.5271639360453,2022-Q4,peer-to-peer payments
Puducherry,2022,4,Recharge & bill payments,531963,453692483.7752487,852.8647364107065,2022-Q4,recharge & bill payments
Puducherry,2022,4,Financial Services,6073,7875178.045195433,1296.752518556798,2022-Q4,financial services
Puducherry,2022,4,Others,6096,4673460.483150147,766.6437800443155,2022-Q4,others
Puducherry,2022,2,Merchant payments,4613049,2693234774.5574756,583.8296481475647,2022-Q2,merchant payments
Puducherry,2022,2,Peer-to-peer payments,3242208,10537267921.61604,3250.028351548093,2022-Q2,peer-to-peer payments
Puducherry,2022,2,Recharge & bill payments,773154,535604974.57621765,692.7532866365791,2022-Q2,recharge & bill payments
Puducherry,2022,2,Financial Services,4914,6556452.522381971,1334.2394225441535,2022-Q2,financial services
Puducherry,2022,2,Others,10362,6081132.496780836,586.8686061359618,2022-Q2,others
Puducherry,2022,3,Merchant payments,3992974,2322908508.7835197,581.7489692603858,2022-Q3,merchant payments
Puducherry,2022,3,Peer-to-peer payments,2474932,8058325855.623236,3255.9786917875867,2022-Q3,peer-to-peer payments
Puducherry,2022,3,Recharge & bill payments,564285,463054690.5826355,820.6042878733894,2022-Q3,recharge & bill payments
Puducherry,2022,3,Financial Services,4621,5514275.578545391,1193.307850799695,2022-Q3,financial services
Puducherry,2022,3,Others,5915,4514380.573011656,763.2088880831202,2022-Q3,others
Puducherry,2023,1,Merchant payments,6210806,3316530650.0,533.9935992204554,2023-Q1,merchant payments
Puducherry,2023,1,Peer-to-peer payments,3253673,10233359658.0,3145.1715209241984,2023-Q1,peer-to-peer payments
Puducherry,2023,1,Recharge & bill payments,665403,659444437.0,991.0451816418021,2023-Q1,recharge & bill payments
Puducherry,2023,1,Financial Services,6899,7467930.0,1082.465574720974,2023-Q1,financial services
Puducherry,2023,1,Others,7514,5585831.0,743.389805696034,2023-Q1,others
Puducherry,2023,4,Merchant payments,8375075,4370563512.0,521.8536564747182,2023-Q4,merchant payments
Puducherry,2023,4,Peer-to-peer payments,3860142,11819316619.0,3061.886484745898,2023-Q4,peer-to-peer payments
Puducherry,2023,4,Recharge & bill payments,737154,820859102.0,1113.5517164663015,2023-Q4,recharge & bill payments
Puducherry,2023,4,Financial Services,7952,9479756.0,1192.1222334004024,2023-Q4,financial services
Puducherry,2023,4,Others,5840,4291561.0,734.8563356164384,2023-Q4,others
Puducherry,2023,2,Merchant payments,6947299,3741027689.0,538.4866390520978,2023-Q2,merchant payments
Puducherry,2023,2,Peer-to-peer payments,3454536,10911578720.0,3158.6235372854703,2023-Q2,peer-to-peer payments
Puducherry,2023,2,Recharge & bill payments,716315,721293051.0,1006.9495277915443,2023-Q2,recharge & bill payments
Puducherry,2023,2,Financial Services,5894,7597615.0,1289.0422463522225,2023-Q2,financial services
Puducherry,2023,2,Others,6282,5236182.0,833.5214899713467,2023-Q2,others
Puducherry,2023,3,Merchant payments,7931739,4179109351.0,526.8843756709595,2023-Q3,merchant payments
Puducherry,2023,3,Peer-to-peer payments,3700961,11504274941.0,3108.4561390946837,2023-Q3,peer-to-peer payments
Puducherry,2023,3,Recharge & bill payments,733610,749217503.0,1021.2749321846758,2023-Q3,recharge & bill payments
Puducherry,2023,3,Financial Services,7290,7192768.0,986.6622770919067,2023-Q3,financial services
Puducherry,2023,3,Others,6041,4697276.0,777.5659658996855,2023-Q3,others
Puducherry,2019,1,Peer-to-peer payments,313822,835983054.254643,2663.8765104251547,2019-Q1,peer-to-peer payments
Puducherry,2019,1,Recharge & bill payments,124092,32635247.523153085,262.99235666403223,2019-Q1,recharge & bill payments
Puducherry,2019,1,Merchant payments,54518,33763704.68083725,619.3129733452668,2019-Q1,merchant payments
Puducherry,2019,1,Financial Services,3165,337570.322842385,106.65728999759399,2019-Q1,financial services
Puducherry,2019,1,Others,5495,3753447.525046112,683.0659736207665,2019-Q1,others
Puducherry,2019,4,Peer-to-peer payments,559670,1725523873.442102,3083.109463509036,2019-Q4,peer-to-peer payments
Puducherry,2019,4,Merchant payments,249621,128039884.38667427,512.9371502665011,2019-Q4,merchant payments
Puducherry,2019,4,Recharge & bill payments,195707,74383571.67593375,380.0761938813315,2019-Q4,recharge & bill payments
Puducherry,2019,4,Financial Services,1481,391196.1284481905,264.14323325333595,2019-Q4,financial services
Puducherry,2019,4,Others,6176,3689792.245744483,597.4404542980056,2019-Q4,others
Puducherry,2019,2,Peer-to-peer payments,331248,1109343371.746654,3348.9813425187594,2019-Q2,peer-to-peer payments
Puducherry,2019,2,Recharge & bill payments,147585,46876569.36325147,317.62421223871985,2019-Q2,recharge & bill payments
Puducherry,2019,2,Merchant payments,92941,49963601.61554676,537.5840760864071,2019-Q2,merchant payments
Puducherry,2019,2,Financial Services,1524,469351.5481967761,307.97345682203155,2019-Q2,financial services
Puducherry,2019,2,Others,6779,4794015.854158426,707.1862891515601,2019-Q2,others
Puducherry,2019,3,Peer-to-peer payments,394866,1316118199.672093,3333.0755235246716,2019-Q3,peer-to-peer payments
Puducherry,2019,3,Recharge & bill payments,158483,57003044.29549825,359.6792355993908,2019-Q3,recharge & bill payments
Puducherry,2019,3,Merchant payments,156137,82601335.47825414,529.0311423829979,2019-Q3,merchant payments
Puducherry,2019,3,Financial Services,1090,528680.8975952889,485.02834641769624,2019-Q3,financial services
Puducherry,2019,3,Others,6250,4457097.111970215,713.1355379152344,2019-Q3,others
Puducherry,2018,1,Recharge & bill payments,53125,9704752.648983236,182.6776969220374,2018-Q1,recharge & bill payments
Puducherry,2018,1,Peer-to-peer payments,40303,147834476.16250613,3668.0762266458114,2018-Q1,peer-to-peer payments
Puducherry,2018,1,Merchant payments,4163,4427034.0315394765,1063.423980672466,2018-Q1,merchant payments
Puducherry,2018,1,Financial Services,2086,565799.4553442572,271.2365557738529,2018-Q1,financial services
Puducherry,2018,1,Others,4535,3293909.0714630377,726.3305560006698,2018-Q1,others
Puducherry,2018,4,Peer-to-peer payments,173170,569825171.3369759,3290.553625552786,2018-Q4,peer-to-peer payments
Puducherry,2018,4,Recharge & bill payments,95788,25159891.51570208,262.66224908863404,2018-Q4,recharge & bill payments
Puducherry,2018,4,Merchant payments,29470,25999609.7587573,882.2398968020801,2018-Q4,merchant payments
Puducherry,2018,4,Financial Services,3490,689170.0726864681,197.46993486718284,2018-Q4,financial services
Puducherry,2018,4,Others,6046,4017822.739373042,664.54229893699,2018-Q4,others
Puducherry,2018,2,Recharge & bill payments,59867,14607336.895731753,243.99647377907283,2018-Q2,recharge & bill payments
Puducherry,2018,2,Peer-to-peer payments,57751,261299695.1891191,4524.591698656631,2018-Q2,peer-to-peer payments
Puducherry,2018,2,Merchant payments,6904,6103101.528770715,883.9950070641244,2018-Q2,merchant payments
Puducherry,2018,2,Financial Services,2105,822585.95719087,390.7771768127648,2018-Q2,financial services
Puducherry,2018,2,Others,3634,2968399.9616244407,816.840936055157,2018-Q2,others
Puducherry,2018,3,Peer-to-peer payments,101817,378368361.36171496,3716.160968813803,2018-Q3,peer-to-peer payments
Puducherry,2018,3,Recharge & bill payments,67909,19654338.114449568,289.42169836766215,2018-Q3,recharge & bill payments
Puducherry,2018,3,Merchant payments,14384,16102024.2759922,1119.4399524466212,2018-Q3,merchant payments
Puducherry,2018,3,Financial Services,1766,395306.6421075966,223.84294570079084,2018-Q3,financial services
Puducherry,2018,3,Others,4395,3138045.0999426576,714.0034357093647,2018-Q3,others
Puducherry,2020,1,Peer-to-peer payments,600290,1919499665.8834748,3197.6205931857517,2020-Q1,peer-to-peer payments
Puducherry,2020,1,Merchant payments,349788,184925417.68654612,528.6785644062865,2020-Q1,merchant payments
Puducherry,2020,1,Recharge & bill payments,251115,96515615.43520354,384.3482684634671,2020-Q1,recharge & bill payments
Puducherry,2020,1,Financial Services,1527,858236.5498234634,562.0409625562957,2020-Q1,financial services
Puducherry,2020,1,Others,5201,3478541.524535387,668.8216736272615,2020-Q1,others
Puducherry,2020,4,Peer-to-peer payments,1211359,4090057482.9812045,3376.4206011440083,2020-Q4,peer-to-peer payments
Puducherry,2020,4,Merchant payments,1108292,647985607.5763036,584.6704727421145,2020-Q4,merchant payments
Puducherry,2020,4,Recharge & bill payments,383707,184037245.74375987,479.62962818963393,2020-Q4,recharge & bill payments
Puducherry,2020,4,Financial Services,3783,3888988.236763457,1028.0169803762772,2020-Q4,financial services
Puducherry,2020,4,Others,8862,4556893.133174548,514.2059504823458,2020-Q4,others
Puducherry,2020,2,Peer-to-peer payments,468789,1680190117.5830743,3584.107386442673,2020-Q2,peer-to-peer payments
Puducherry,2020,2,Recharge & bill payments,310746,115223074.03158064,370.7950352750498,2020-Q2,recharge & bill payments
Puducherry,2020,2,Merchant payments,249951,160931601.28167117,643.852600236331,2020-Q2,merchant payments
Puducherry,2020,2,Financial Services,1555,2339469.003658029,1504.4816743781535,2020-Q2,financial services
Puducherry,2020,2,Others,2342,1346718.5876069884,575.029285912463,2020-Q2,others
Puducherry,2020,3,Peer-to-peer payments,855511,3116583524.6597652,3642.9496811376653,2020-Q3,peer-to-peer payments
Puducherry,2020,3,Merchant payments,560420,335583369.656126,598.8069120590379,2020-Q3,merchant payments
Puducherry,2020,3,Recharge & bill payments,306852,138925436.52727452,452.74411288593365,2020-Q3,recharge & bill payments
Puducherry,2020,3,Financial Services,3039,4788490.3633705,1575.6796194045737,2020-Q3,financial services
Puducherry,2020,3,Others,5080,2199408.2280669413,432.9543756037286,2020-Q3,others
Puducherry,2021,1,Peer-to-peer payments,1406958,4798646712.501943,3410.6538450344237,2021-Q1,peer-to-peer payments
Puducherry,2021,1,Merchant payments,1385444,857787315.6292762,619.1425388751015,2021-Q1,merchant payments
Puducherry,2021,1,Recharge & bill payments,504499,231829246.92353857,459.52369959809346,2021-Q1,recharge & bill payments
Puducherry,2021,1,Financial Services,5073,5953397.434996936,1173.5457194947635,2021-Q1,financial services
Puducherry,2021,1,Others,7458,5092899.253895952,682.877346995971,2021-Q1,others
Puducherry,2021,4,Merchant payments,3052713,1864951565.928207,610.9161149207956,2021-Q4,merchant payments
Puducherry,2021,4,Peer-to-peer payments,2530821,8113722339.447034,3205.964522756463,2021-Q4,peer-to-peer payments
Puducherry,2021,4,Recharge & bill payments,762641,428453211.3120815,561.8019635871682,2021-Q4,recharge & bill payments
Puducherry,2021,4,Financial Services,5995,7655925.10855468,1277.051727865668,2021-Q4,financial services
Puducherry,2021,4,Others,16640,8868759.43463589,532.9783314084069,2021-Q4,others
Puducherry,2021,2,Peer-to-peer payments,1581221,5266478797.142263,3330.6405601381866,2021-Q2,peer-to-peer payments
Puducherry,2021,2,Merchant payments,1437110,932602617.3169692,648.9430992178533,2021-Q2,merchant payments
Puducherry,2021,2,Recharge & bill payments,719252,289799593.1571478,402.91802199666853,2021-Q2,recharge & bill payments
Puducherry,2021,2,Financial Services,4851,4980243.907969391,1026.6427350998538,2021-Q2,financial services
Puducherry,2021,2,Others,8953,4973445.019544071,555.5059778335832,2021-Q2,others
Puducherry,2021,3,Merchant payments,2273996,1443176801.0606492,634.6435090741801,2021-Q3,merchant payments
Puducherry,2021,3,Peer-to-peer payments,2089199,6918396493.778431,3311.50670365936,2021-Q3,peer-to-peer payments
Puducherry,2021,3,Recharge & bill payments,741388,356068931.7441095,480.27339496203,2021-Q3,recharge & bill payments
Puducherry,2021,3,Financial Services,4733,5523949.081350253,1167.1136871646424,2021-Q3,financial services
Puducherry,2021,3,Others,12410,6808255.349929206,548.6104230402261,2021-Q3,others
Dadra & Nagar Haveli & Daman & Diu,2024,1,Merchant payments,13631073,4791513247.0,351.5140185222396,2024-Q1,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2024,1,Peer-to-peer payments,6113627,13576602170.0,2220.7115628742154,2024-Q1,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2024,1,Recharge & bill payments,1353851,1135863865.0,838.9873516361845,2024-Q1,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2024,1,Financial Services,6748,10924778.0,1618.9653230586841,2024-Q1,financial services
Dadra & Nagar Haveli & Daman & Diu,2024,1,Others,9710,4292265.0,442.0458290422245,2024-Q1,others
Dadra & Nagar Haveli & Daman & Diu,2024,4,Merchant payments,19213230,6331132984.0,329.5194500872576,2024-Q4,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2024,4,Peer-to-peer payments,7882319,16487512787.0,2091.7083902592626,2024-Q4,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2024,4,Recharge & bill payments,1336160,1107688213.0,829.0086613878577,2024-Q4,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2024,4,Financial Services,25423,12601733.0,495.6823742280612,2024-Q4,financial services
Dadra & Nagar Haveli & Daman & Diu,2024,4,Others,6568,6285744.0,957.0255785627284,2024-Q4,others
Dadra & Nagar Haveli & Daman & Diu,2024,2,Merchant payments,15510300,5152049102.0,332.16953263315344,2024-Q2,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2024,2,Peer-to-peer payments,6493955,14085735502.0,2169.0534507861544,2024-Q2,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2024,2,Recharge & bill payments,1370838,1073613414.0,783.1803714224438,2024-Q2,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2024,2,Financial Services,7715,10300178.0,1335.0846403110822,2024-Q2,financial services
Dadra & Nagar Haveli & Daman & Diu,2024,2,Others,10307,7294515.0,707.7243620840205,2024-Q2,others
Dadra & Nagar Haveli & Daman & Diu,2024,3,Merchant payments,16778218,5563348577.0,331.58161236193257,2024-Q3,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2024,3,Peer-to-peer payments,7251757,14881287713.0,2052.0940943001815,2024-Q3,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2024,3,Recharge & bill payments,1397428,1094723407.0,783.3844799159599,2024-Q3,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2024,3,Financial Services,10550,15369479.0,1456.822654028436,2024-Q3,financial services
Dadra & Nagar Haveli & Daman & Diu,2024,3,Others,8317,9902390.0,1190.6204160153902,2024-Q3,others
Dadra & Nagar Haveli & Daman & Diu,2022,1,Merchant payments,2507246,1227972829.6970267,489.7695837173643,2022-Q1,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661,2678.264232424149,2022-Q1,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2022,1,Recharge & bill payments,538134,326296370.82357025,606.3478070955751,2022-Q1,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2022,1,Financial Services,2574,2661345.5534556974,1033.9337814513199,2022-Q1,financial services
Dadra & Nagar Haveli & Daman & Diu,2022,1,Others,9395,5330803.646676767,567.4085839996559,2022-Q1,others
Dadra & Nagar Haveli & Daman & Diu,2022,4,Merchant payments,4415771,1889046056.1988354,427.79529468326945,2022-Q4,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,2590.250277828018,2022-Q4,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2022,4,Recharge & bill payments,548795,426040023.1105018,776.3190683415517,2022-Q4,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2022,4,Financial Services,2495,3169199.262533775,1270.2201453041182,2022-Q4,financial services
Dadra & Nagar Haveli & Daman & Diu,2022,4,Others,7472,3846409.1057498828,514.7763792491813,2022-Q4,others
Dadra & Nagar Haveli & Daman & Diu,2022,2,Merchant payments,3346697,1536859131.3374817,459.2166937543141,2022-Q2,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572,2727.9164617698107,2022-Q2,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2022,2,Recharge & bill payments,539562,372921225.4254243,691.1554657767306,2022-Q2,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2022,2,Financial Services,1849,2131607.7226029015,1152.8435492714448,2022-Q2,financial services
Dadra & Nagar Haveli & Daman & Diu,2022,2,Others,9864,4415675.718757721,447.6556892495662,2022-Q2,others
Dadra & Nagar Haveli & Daman & Diu,2022,3,Merchant payments,3777156,1705567002.0586467,451.5479376702065,2022-Q3,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585,2579.596412545009,2022-Q3,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2022,3,Recharge & bill payments,592431,425206924.5270094,717.7324017936426,2022-Q3,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2022,3,Financial Services,2237,3194409.939898855,1427.988350424164,2022-Q3,financial services
Dadra & Nagar Haveli & Daman & Diu,2022,3,Others,7056,3729425.46329771,528.5466926442333,2022-Q3,others
Dadra & Nagar Haveli & Daman & Diu,2023,1,Merchant payments,7184933,2778820380.0,386.7566169371378,2023-Q1,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2023,1,Peer-to-peer payments,3623830,9079653826.0,2505.540774815596,2023-Q1,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2023,1,Recharge & bill payments,979503,746971431.0,762.6024943262042,2023-Q1,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2023,1,Financial Services,3546,2855684.0,805.3254371122391,2023-Q1,financial services
Dadra & Nagar Haveli & Daman & Diu,2023,1,Others,12173,5789879.0,475.6328760371314,2023-Q1,others
Dadra & Nagar Haveli & Daman & Diu,2023,4,Merchant payments,11765508,4318758826.0,367.06947341330266,2023-Q4,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2023,4,Peer-to-peer payments,5347152,12234383845.0,2288.0187144483643,2023-Q4,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2023,4,Recharge & bill payments,1169931,991997355.0,847.9109921867187,2023-Q4,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2023,4,Financial Services,5597,7765262.0,1387.3971770591388,2023-Q4,financial services
Dadra & Nagar Haveli & Daman & Diu,2023,4,Others,14185,5154679.0,363.3894254494184,2023-Q4,others
Dadra & Nagar Haveli & Daman & Diu,2023,2,Merchant payments,8331573,3135694669.0,376.3628631712163,2023-Q2,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2023,2,Peer-to-peer payments,3962990,9804533561.0,2474.0243000865507,2023-Q2,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2023,2,Recharge & bill payments,1046280,800283519.0,764.884657070765,2023-Q2,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2023,2,Financial Services,3985,4431276.0,1111.9889585947303,2023-Q2,financial services
Dadra & Nagar Haveli & Daman & Diu,2023,2,Others,12287,5595163.0,455.3725889151135,2023-Q2,others
Dadra & Nagar Haveli & Daman & Diu,2023,3,Merchant payments,9582597,3564710651.0,371.99838947625574,2023-Q3,merchant payments
Dadra & Nagar Haveli & Daman & Diu,2023,3,Peer-to-peer payments,4630867,10642329946.0,2298.1290427904755,2023-Q3,peer-to-peer payments
Dadra & Nagar Haveli & Daman & Diu,2023,3,Recharge & bill payments,1139193,878917740.0,771.5266333272764,2023-Q3,recharge & bill payments
Dadra & Nagar Haveli & Daman & Diu,2023,3,Financial Services,5572,5268269.0,945.4897702799713,2023-Q3,financial services
Dadra & Nagar Haveli & Daman & Diu,2023,3,Others,12099,4839857.0,400.0212414249111,2023-Q3,others
